country	date	daily_vaccinations	vaccines
Mexico	24.05.2023	4763	Pfizer/BioNTech
Mexico	25.05.2023	4912	Pfizer/BioNTech
Mexico	26.05.2023	4244	Pfizer/BioNTech
Mexico	27.05.2023	4027	Pfizer/BioNTech
Mexico	28.05.2023	4230	Pfizer/BioNTech
Mexico	29.05.2023	4984	Pfizer/BioNTech
Mexico	30.05.2023	5488	Pfizer/BioNTech
Mexico	31.05.2023	5876	Pfizer/BioNTech
Mexico	1.06.2023	6157	Pfizer/BioNTech
Mexico	2.06.2023	6378	Pfizer/BioNTech
Mexico	3.06.2023	19912	Pfizer/BioNTech
Mexico	4.06.2023	38797	Pfizer/BioNTech
Mexico	5.06.2023	49987	Pfizer/BioNTech
Mexico	6.06.2023	55493	Pfizer/BioNTech
Mexico	7.06.2023	55835	Pfizer/BioNTech
Mexico	8.06.2023	57924	Pfizer/BioNTech
Mexico	9.06.2023	57892	Pfizer/BioNTech
Mexico	10.06.2023	44066	Pfizer/BioNTech
Mexico	11.06.2023	31765	Pfizer/BioNTech
Mexico	12.06.2023	28205	Pfizer/BioNTech
Mexico	13.06.2023	22217	Pfizer/BioNTech
Mexico	14.06.2023	22498	Pfizer/BioNTech
Mexico	15.06.2023	21797	Pfizer/BioNTech
Netherlands	16.06.2023		Moderna, Pfizer/BioNTech
Netherlands	17.06.2023	9000	Moderna, Pfizer/BioNTech
Netherlands	18.06.2023	10500	Moderna, Pfizer/BioNTech
Netherlands	19.06.2023	8000	Moderna, Pfizer/BioNTech
Netherlands	20.06.2023	7000	Moderna, Pfizer/BioNTech
Netherlands	21.06.2023	5900	Moderna, Pfizer/BioNTech
Netherlands	22.06.2023	6500	Moderna, Pfizer/BioNTech
Netherlands	23.06.2023	5857	Moderna, Pfizer/BioNTech
Netherlands	24.06.2023	5143	Moderna, Pfizer/BioNTech
Netherlands	25.06.2023	4000	Moderna, Pfizer/BioNTech
Netherlands	26.06.2023	5143	Moderna, Pfizer/BioNTech
Netherlands	27.06.2023	6143	Moderna, Pfizer/BioNTech
Netherlands	28.06.2023	7024	Moderna, Pfizer/BioNTech
Netherlands	29.06.2023	6762	Moderna, Pfizer/BioNTech
Netherlands	30.06.2023	7571	Moderna, Pfizer/BioNTech
Netherlands	1.07.2023	9500	Moderna, Pfizer/BioNTech
Netherlands	2.07.2023	11429	Moderna, Pfizer/BioNTech
Northern Ireland	3.07.2023		Oxford/AstraZeneca, Pfizer/BioNTech
Northern Ireland	4.07.2023	1778	Oxford/AstraZeneca, Pfizer/BioNTech
Northern Ireland	5.07.2023	1778	Oxford/AstraZeneca, Pfizer/BioNTech
Northern Ireland	6.07.2023	1778	Oxford/AstraZeneca, Pfizer/BioNTech
Northern Ireland	7.07.2023	1778	Oxford/AstraZeneca, Pfizer/BioNTech
Northern Ireland	8.07.2023	1778	Oxford/AstraZeneca, Pfizer/BioNTech
Northern Ireland	9.07.2023	1778	Oxford/AstraZeneca, Pfizer/BioNTech
Northern Ireland	10.07.2023	1778	Oxford/AstraZeneca, Pfizer/BioNTech
Northern Ireland	11.07.2023	1829	Oxford/AstraZeneca, Pfizer/BioNTech
Northern Ireland	12.07.2023	1880	Oxford/AstraZeneca, Pfizer/BioNTech
Northern Ireland	13.07.2023	1931	Oxford/AstraZeneca, Pfizer/BioNTech
Northern Ireland	14.07.2023	1982	Oxford/AstraZeneca, Pfizer/BioNTech
Northern Ireland	15.07.2023	2033	Oxford/AstraZeneca, Pfizer/BioNTech
Northern Ireland	16.07.2023	2084	Oxford/AstraZeneca, Pfizer/BioNTech
Northern Ireland	17.07.2023	2135	Oxford/AstraZeneca, Pfizer/BioNTech
Northern Ireland	18.07.2023	2054	Oxford/AstraZeneca, Pfizer/BioNTech
Northern Ireland	19.07.2023	1972	Oxford/AstraZeneca, Pfizer/BioNTech
Northern Ireland	20.07.2023	1890	Oxford/AstraZeneca, Pfizer/BioNTech
Northern Ireland	21.07.2023	1808	Oxford/AstraZeneca, Pfizer/BioNTech
Northern Ireland	22.07.2023	1726	Oxford/AstraZeneca, Pfizer/BioNTech
Northern Ireland	23.07.2023	1645	Oxford/AstraZeneca, Pfizer/BioNTech
Northern Ireland	24.07.2023	1563	Oxford/AstraZeneca, Pfizer/BioNTech
Northern Ireland	25.07.2023	2360	Oxford/AstraZeneca, Pfizer/BioNTech
Northern Ireland	26.07.2023	3157	Oxford/AstraZeneca, Pfizer/BioNTech
Northern Ireland	27.07.2023	3954	Oxford/AstraZeneca, Pfizer/BioNTech
Northern Ireland	28.07.2023	4751	Oxford/AstraZeneca, Pfizer/BioNTech
Northern Ireland	29.07.2023	5548	Oxford/AstraZeneca, Pfizer/BioNTech
Northern Ireland	30.07.2023	6345	Oxford/AstraZeneca, Pfizer/BioNTech
Northern Ireland	31.07.2023	7143	Oxford/AstraZeneca, Pfizer/BioNTech
Northern Ireland	1.08.2023	7197	Oxford/AstraZeneca, Pfizer/BioNTech
Northern Ireland	2.08.2023	7574	Oxford/AstraZeneca, Pfizer/BioNTech
Northern Ireland	3.08.2023	8332	Oxford/AstraZeneca, Pfizer/BioNTech
Northern Ireland	4.08.2023	9044	Oxford/AstraZeneca, Pfizer/BioNTech
Northern Ireland	5.08.2023	8530	Oxford/AstraZeneca, Pfizer/BioNTech
Northern Ireland	6.08.2023	7964	Oxford/AstraZeneca, Pfizer/BioNTech
Northern Ireland	7.08.2023	7826	Oxford/AstraZeneca, Pfizer/BioNTech
Northern Ireland	8.08.2023	7852	Oxford/AstraZeneca, Pfizer/BioNTech
Northern Ireland	9.08.2023	7306	Oxford/AstraZeneca, Pfizer/BioNTech
Northern Ireland	10.08.2023	6404	Oxford/AstraZeneca, Pfizer/BioNTech
Northern Ireland	11.08.2023	5674	Oxford/AstraZeneca, Pfizer/BioNTech
Northern Ireland	12.08.2023	5664	Oxford/AstraZeneca, Pfizer/BioNTech
Northern Ireland	13.08.2023	5396	Oxford/AstraZeneca, Pfizer/BioNTech
Northern Ireland	14.08.2023	5089	Oxford/AstraZeneca, Pfizer/BioNTech
Norway	15.08.2023		Pfizer/BioNTech
Norway	16.08.2023	600	Pfizer/BioNTech
Norway	17.08.2023	834	Pfizer/BioNTech
Norway	18.08.2023	697	Pfizer/BioNTech
Norway	19.08.2023	540	Pfizer/BioNTech
Norway	20.08.2023	434	Pfizer/BioNTech
Norway	21.08.2023	361	Pfizer/BioNTech
Norway	22.08.2023	310	Pfizer/BioNTech
Norway	23.08.2023	224	Pfizer/BioNTech
Norway	24.08.2023	560	Pfizer/BioNTech
Norway	25.08.2023	1772	Pfizer/BioNTech
Norway	26.08.2023	2696	Pfizer/BioNTech
Norway	27.08.2023	2924	Pfizer/BioNTech
Norway	28.08.2023	2942	Pfizer/BioNTech
Norway	29.08.2023	2958	Pfizer/BioNTech
Norway	30.08.2023	3006	Pfizer/BioNTech
Norway	31.08.2023	3105	Pfizer/BioNTech
Norway	1.09.2023	3201	Pfizer/BioNTech
Norway	2.09.2023	3447	Pfizer/BioNTech
Norway	3.09.2023	3847	Pfizer/BioNTech
Norway	4.09.2023	3929	Pfizer/BioNTech
Norway	5.09.2023	3955	Pfizer/BioNTech
Norway	6.09.2023	4120	Pfizer/BioNTech
Norway	7.09.2023	4276	Pfizer/BioNTech
Norway	8.09.2023	4356	Pfizer/BioNTech
Norway	9.09.2023	4303	Pfizer/BioNTech
Norway	10.09.2023	4109	Pfizer/BioNTech
Norway	11.09.2023	4059	Pfizer/BioNTech
Norway	12.09.2023	4027	Pfizer/BioNTech
Oman	13.09.2023		Pfizer/BioNTech
Oman	14.09.2023	1646	Pfizer/BioNTech
Oman	15.09.2023	1663	Pfizer/BioNTech
Oman	16.09.2023	1600	Pfizer/BioNTech
Oman	17.09.2023	1289	Pfizer/BioNTech
Oman	18.09.2023	1103	Pfizer/BioNTech
Oman	19.09.2023	1185	Pfizer/BioNTech
Oman	20.09.2023	1287	Pfizer/BioNTech
Oman	21.09.2023	1341	Pfizer/BioNTech
Oman	22.09.2023	1280	Pfizer/BioNTech
Oman	23.09.2023	1199	Pfizer/BioNTech
Oman	24.09.2023	1158	Pfizer/BioNTech
Oman	25.09.2023	1113	Pfizer/BioNTech
Oman	26.09.2023	1012	Pfizer/BioNTech
Oman	27.09.2023	1080	Pfizer/BioNTech
Oman	28.09.2023	1128	Pfizer/BioNTech
Oman	29.09.2023	1249	Pfizer/BioNTech
Oman	30.09.2023	1328	Pfizer/BioNTech
Oman	1.10.2023	1358	Pfizer/BioNTech
Oman	2.10.2023	1393	Pfizer/BioNTech
Oman	3.10.2023	1363	Pfizer/BioNTech
Oman	4.10.2023	1210	Pfizer/BioNTech
Oman	5.10.2023	1057	Pfizer/BioNTech
Oman	6.10.2023	971	Pfizer/BioNTech
Oman	7.10.2023	817	Pfizer/BioNTech
Oman	8.10.2023	830	Pfizer/BioNTech
Oman	9.10.2023	843	Pfizer/BioNTech
Oman	10.10.2023	1046	Pfizer/BioNTech
Panama	11.10.2023		Pfizer/BioNTech
Panama	12.10.2023	6	Pfizer/BioNTech
Panama	13.10.2023	1364	Pfizer/BioNTech
Panama	14.10.2023	1694	Pfizer/BioNTech
Panama	15.10.2023	1398	Pfizer/BioNTech
Panama	16.10.2023	1284	Pfizer/BioNTech
Poland	17.10.2023		Pfizer/BioNTech
Poland	18.10.2023	4300	Pfizer/BioNTech
Poland	19.10.2023	17150	Pfizer/BioNTech
Poland	20.10.2023	15200	Pfizer/BioNTech
Poland	21.10.2023	11749	Pfizer/BioNTech
Poland	22.10.2023	9678	Pfizer/BioNTech
Poland	23.10.2023	8139	Pfizer/BioNTech
Poland	24.10.2023	12889	Pfizer/BioNTech
Poland	25.10.2023	19132	Pfizer/BioNTech
Poland	26.10.2023	17723	Pfizer/BioNTech
Poland	27.10.2023	20194	Pfizer/BioNTech
Poland	28.10.2023	21399	Pfizer/BioNTech
Poland	29.10.2023	21376	Pfizer/BioNTech
Poland	30.10.2023	21746	Pfizer/BioNTech
Poland	31.10.2023	23659	Pfizer/BioNTech
Poland	1.11.2023	24199	Pfizer/BioNTech
Poland	2.11.2023	29836	Pfizer/BioNTech
Poland	3.11.2023	31646	Pfizer/BioNTech
Poland	4.11.2023	34025	Pfizer/BioNTech
Poland	5.11.2023	36754	Pfizer/BioNTech
Poland	6.11.2023	38059	Pfizer/BioNTech
Poland	7.11.2023	33904	Pfizer/BioNTech
Poland	8.11.2023	33087	Pfizer/BioNTech
Poland	9.11.2023	31796	Pfizer/BioNTech
Poland	10.11.2023	33503	Pfizer/BioNTech
Poland	11.11.2023	35331	Pfizer/BioNTech
Poland	12.11.2023	34837	Pfizer/BioNTech
Poland	13.11.2023	34001	Pfizer/BioNTech
Portugal	14.11.2023		Pfizer/BioNTech
Portugal	15.11.2023	2791	Pfizer/BioNTech
Portugal	16.11.2023	7702	Pfizer/BioNTech
Portugal	17.11.2023	8527	Pfizer/BioNTech
Portugal	18.11.2023	6946	Pfizer/BioNTech
Portugal	19.11.2023	5557	Pfizer/BioNTech
Portugal	20.11.2023	4631	Pfizer/BioNTech
Portugal	21.11.2023	3970	Pfizer/BioNTech
Portugal	22.11.2023	3702	Pfizer/BioNTech
Portugal	23.11.2023	3724	Pfizer/BioNTech
Portugal	24.11.2023	4416	Pfizer/BioNTech
Portugal	25.11.2023	5572	Pfizer/BioNTech
Portugal	26.11.2023	5929	Pfizer/BioNTech
Portugal	27.11.2023	5943	Pfizer/BioNTech
Portugal	28.11.2023	5949	Pfizer/BioNTech
Portugal	29.11.2023	5944	Pfizer/BioNTech
Portugal	30.11.2023	5676	Pfizer/BioNTech
Portugal	1.12.2023	5501	Pfizer/BioNTech
Portugal	2.12.2023	5623	Pfizer/BioNTech
Portugal	3.12.2023	6335	Pfizer/BioNTech
Portugal	4.12.2023	6540	Pfizer/BioNTech
Portugal	5.12.2023	6701	Pfizer/BioNTech
Portugal	6.12.2023	7061	Pfizer/BioNTech
Portugal	7.12.2023	8896	Pfizer/BioNTech
Portugal	8.12.2023	11058	Pfizer/BioNTech
Portugal	9.12.2023	14194	Pfizer/BioNTech
Portugal	10.12.2023	16876	Pfizer/BioNTech
Portugal	11.12.2023	18770	Pfizer/BioNTech
Portugal	12.12.2023	19200	Pfizer/BioNTech
Romania	13.12.2023		Pfizer/BioNTech
Romania	14.12.2023	712	Pfizer/BioNTech
Romania	15.12.2023	1800	Pfizer/BioNTech
Romania	16.12.2023	2741	Pfizer/BioNTech
Romania	17.12.2023	2398	Pfizer/BioNTech
Romania	18.12.2023	2235	Pfizer/BioNTech
Romania	19.12.2023	1922	Pfizer/BioNTech
Romania	20.12.2023	3349	Pfizer/BioNTech
Romania	21.12.2023	5547	Pfizer/BioNTech
Romania	22.12.2023	7555	Pfizer/BioNTech
Romania	23.12.2023	9444	Pfizer/BioNTech
Romania	24.12.2023	11579	Pfizer/BioNTech
Romania	25.12.2023	12723	Pfizer/BioNTech
Romania	26.12.2023	13528	Pfizer/BioNTech
Romania	27.12.2023	14240	Pfizer/BioNTech
Romania	28.12.2023	14120	Pfizer/BioNTech
Romania	29.12.2023	13673	Pfizer/BioNTech
Romania	30.12.2023	13030	Pfizer/BioNTech
Romania	31.12.2023	12995	Pfizer/BioNTech
Romania	1.01.2024	13398	Pfizer/BioNTech
Romania	2.01.2024	13824	Pfizer/BioNTech
Romania	3.01.2024	15721	Pfizer/BioNTech
Romania	4.01.2024	18514	Pfizer/BioNTech
Romania	5.01.2024	22017	Pfizer/BioNTech
Romania	6.01.2024	25783	Pfizer/BioNTech
Romania	7.01.2024	28895	Pfizer/BioNTech
Romania	8.01.2024	31828	Pfizer/BioNTech
Romania	9.01.2024	34461	Pfizer/BioNTech
Romania	10.01.2024	35627	Pfizer/BioNTech
Russia	11.01.2024		Sputnik V
Russia	12.01.2024	3357	Sputnik V
Russia	13.01.2024	3357	Sputnik V
Russia	14.01.2024	3357	Sputnik V
Russia	15.01.2024	3357	Sputnik V
Russia	16.01.2024	3357	Sputnik V
Russia	17.01.2024	3357	Sputnik V
Russia	18.01.2024	3357	Sputnik V
Russia	19.01.2024	12592	Sputnik V
Russia	20.01.2024	21827	Sputnik V
Russia	21.01.2024	31061	Sputnik V
Russia	22.01.2024	40296	Sputnik V
Russia	23.01.2024	49531	Sputnik V
Russia	24.01.2024	58765	Sputnik V
Russia	25.01.2024	68000	Sputnik V
Russia	26.01.2024	68000	Sputnik V
Russia	27.01.2024	68000	Sputnik V
Russia	28.01.2024	68000	Sputnik V
Russia	29.01.2024	68000	Sputnik V
Russia	30.01.2024	60883	Sputnik V
Russia	31.01.2024	53766	Sputnik V
Russia	1.02.2024	46649	Sputnik V
Russia	2.02.2024	39532	Sputnik V
Russia	3.02.2024	32416	Sputnik V
Russia	4.02.2024	25299	Sputnik V
Russia	5.02.2024	18182	Sputnik V
Russia	6.02.2024	18182	Sputnik V
Russia	7.02.2024	18182	Sputnik V
Russia	8.02.2024	18182	Sputnik V
Russia	9.02.2024	18182	Sputnik V
Saudi Arabia	10.02.2024		Pfizer/BioNTech
Saudi Arabia	11.02.2024	37862	Pfizer/BioNTech
Saudi Arabia	12.02.2024	23990	Pfizer/BioNTech
Saudi Arabia	13.02.2024	19366	Pfizer/BioNTech
Saudi Arabia	14.02.2024	17055	Pfizer/BioNTech
Saudi Arabia	15.02.2024	15667	Pfizer/BioNTech
Saudi Arabia	16.02.2024	16312	Pfizer/BioNTech
Saudi Arabia	17.02.2024	16772	Pfizer/BioNTech
Saudi Arabia	18.02.2024	14153	Pfizer/BioNTech
Saudi Arabia	19.02.2024	15498	Pfizer/BioNTech
Saudi Arabia	20.02.2024	16843	Pfizer/BioNTech
Saudi Arabia	21.02.2024	18187	Pfizer/BioNTech
Scotland	22.02.2024		Oxford/AstraZeneca, Pfizer/BioNTech
Scotland	23.02.2024	5821	Oxford/AstraZeneca, Pfizer/BioNTech
Scotland	24.02.2024	5821	Oxford/AstraZeneca, Pfizer/BioNTech
Scotland	25.02.2024	5821	Oxford/AstraZeneca, Pfizer/BioNTech
Scotland	26.02.2024	5821	Oxford/AstraZeneca, Pfizer/BioNTech
Scotland	27.02.2024	5821	Oxford/AstraZeneca, Pfizer/BioNTech
Scotland	28.02.2024	5821	Oxford/AstraZeneca, Pfizer/BioNTech
Scotland	29.02.2024	5821	Oxford/AstraZeneca, Pfizer/BioNTech
Scotland	1.03.2024	5690	Oxford/AstraZeneca, Pfizer/BioNTech
Scotland	2.03.2024	5558	Oxford/AstraZeneca, Pfizer/BioNTech
Scotland	3.03.2024	5426	Oxford/AstraZeneca, Pfizer/BioNTech
Scotland	4.03.2024	5295	Oxford/AstraZeneca, Pfizer/BioNTech
Scotland	5.03.2024	5163	Oxford/AstraZeneca, Pfizer/BioNTech
Scotland	6.03.2024	5031	Oxford/AstraZeneca, Pfizer/BioNTech
Scotland	7.03.2024	4899	Oxford/AstraZeneca, Pfizer/BioNTech
Scotland	8.03.2024	4635	Oxford/AstraZeneca, Pfizer/BioNTech
Scotland	9.03.2024	4370	Oxford/AstraZeneca, Pfizer/BioNTech
Scotland	10.03.2024	4105	Oxford/AstraZeneca, Pfizer/BioNTech
Scotland	11.03.2024	3841	Oxford/AstraZeneca, Pfizer/BioNTech
Scotland	12.03.2024	3576	Oxford/AstraZeneca, Pfizer/BioNTech
Scotland	13.03.2024	3312	Oxford/AstraZeneca, Pfizer/BioNTech
Scotland	14.03.2024	3047	Oxford/AstraZeneca, Pfizer/BioNTech
Scotland	15.03.2024	3650	Oxford/AstraZeneca, Pfizer/BioNTech
Scotland	16.03.2024	4254	Oxford/AstraZeneca, Pfizer/BioNTech
Scotland	17.03.2024	4858	Oxford/AstraZeneca, Pfizer/BioNTech
Scotland	18.03.2024	5461	Oxford/AstraZeneca, Pfizer/BioNTech
Scotland	19.03.2024	6065	Oxford/AstraZeneca, Pfizer/BioNTech
Scotland	20.03.2024	6668	Oxford/AstraZeneca, Pfizer/BioNTech
Scotland	21.03.2024	7272	Oxford/AstraZeneca, Pfizer/BioNTech
Scotland	22.03.2024	8042	Oxford/AstraZeneca, Pfizer/BioNTech
Scotland	23.03.2024	9311	Oxford/AstraZeneca, Pfizer/BioNTech
Scotland	24.03.2024	10621	Oxford/AstraZeneca, Pfizer/BioNTech
Scotland	25.03.2024	11979	Oxford/AstraZeneca, Pfizer/BioNTech
Scotland	26.03.2024	12869	Oxford/AstraZeneca, Pfizer/BioNTech
Scotland	27.03.2024	13760	Oxford/AstraZeneca, Pfizer/BioNTech
Scotland	28.03.2024	14651	Oxford/AstraZeneca, Pfizer/BioNTech
Scotland	29.03.2024	15667	Oxford/AstraZeneca, Pfizer/BioNTech
Scotland	30.03.2024	17018	Oxford/AstraZeneca, Pfizer/BioNTech
Scotland	31.03.2024	18277	Oxford/AstraZeneca, Pfizer/BioNTech
Scotland	1.04.2024	19282	Oxford/AstraZeneca, Pfizer/BioNTech
Scotland	2.04.2024	20597	Oxford/AstraZeneca, Pfizer/BioNTech
Scotland	3.04.2024	22034	Oxford/AstraZeneca, Pfizer/BioNTech
Scotland	4.04.2024	21750	Oxford/AstraZeneca, Pfizer/BioNTech
Serbia	5.04.2024		Pfizer/BioNTech, Sinopharm, Sputnik V
Serbia	6.04.2024	1150	Pfizer/BioNTech, Sinopharm, Sputnik V
Serbia	7.04.2024	1150	Pfizer/BioNTech, Sinopharm, Sputnik V
Serbia	8.04.2024	1503	Pfizer/BioNTech, Sinopharm, Sputnik V
Serbia	9.04.2024	1680	Pfizer/BioNTech, Sinopharm, Sputnik V
Serbia	10.04.2024	1785	Pfizer/BioNTech, Sinopharm, Sputnik V
Serbia	11.04.2024	1856	Pfizer/BioNTech, Sinopharm, Sputnik V
Serbia	12.04.2024	2221	Pfizer/BioNTech, Sinopharm, Sputnik V
Serbia	13.04.2024	2687	Pfizer/BioNTech, Sinopharm, Sputnik V
Serbia	14.04.2024	3153	Pfizer/BioNTech, Sinopharm, Sputnik V
Serbia	15.04.2024	3468	Pfizer/BioNTech, Sinopharm, Sputnik V
Serbia	16.04.2024	3783	Pfizer/BioNTech, Sinopharm, Sputnik V
Serbia	17.04.2024	4098	Pfizer/BioNTech, Sinopharm, Sputnik V
Serbia	18.04.2024	9528	Pfizer/BioNTech, Sinopharm, Sputnik V
Serbia	19.04.2024	13880	Pfizer/BioNTech, Sinopharm, Sputnik V
Serbia	20.04.2024	19485	Pfizer/BioNTech, Sinopharm, Sputnik V
Serbia	21.04.2024	26632	Pfizer/BioNTech, Sinopharm, Sputnik V
Serbia	22.04.2024	31534	Pfizer/BioNTech, Sinopharm, Sputnik V
Seychelles	23.04.2024		Sinopharm
Seychelles	24.04.2024	500	Sinopharm
Seychelles	25.04.2024	500	Sinopharm
Seychelles	26.04.2024	500	Sinopharm
Seychelles	27.04.2024	500	Sinopharm
Seychelles	28.04.2024	600	Sinopharm
Seychelles	29.04.2024	667	Sinopharm
Seychelles	30.04.2024	1000	Sinopharm
Seychelles	1.05.2024	1118	Sinopharm
Seychelles	2.05.2024	1236	Sinopharm
Seychelles	3.05.2024	1354	Sinopharm
Seychelles	4.05.2024	1595	Sinopharm
Seychelles	5.05.2024	1718	Sinopharm
Seychelles	6.05.2024	1841	Sinopharm
Seychelles	7.05.2024	1622	Sinopharm
Singapore	8.05.2024		Pfizer/BioNTech
Singapore	9.05.2024	2800	Pfizer/BioNTech
Singapore	10.05.2024	4090	Pfizer/BioNTech
Singapore	11.05.2024	4520	Pfizer/BioNTech
Singapore	12.05.2024	4735	Pfizer/BioNTech
Singapore	13.05.2024	4864	Pfizer/BioNTech
Singapore	14.05.2024	4950	Pfizer/BioNTech
Singapore	15.05.2024	5011	Pfizer/BioNTech
Singapore	16.05.2024	5380	Pfizer/BioNTech
Singapore	17.05.2024	5380	Pfizer/BioNTech
Singapore	18.05.2024	5380	Pfizer/BioNTech
Singapore	19.05.2024	5380	Pfizer/BioNTech
Slovakia	20.05.2024		Pfizer/BioNTech
Slovakia	21.05.2024	425	Pfizer/BioNTech
Slovakia	22.05.2024	3309	Pfizer/BioNTech
Slovakia	23.05.2024	4544	Pfizer/BioNTech
Slovakia	24.05.2024	5137	Pfizer/BioNTech
Slovakia	25.05.2024	4456	Pfizer/BioNTech
Slovakia	26.05.2024	4221	Pfizer/BioNTech
Slovakia	27.05.2024	4174	Pfizer/BioNTech
Slovakia	28.05.2024	5616	Pfizer/BioNTech
Slovakia	29.05.2024	5661	Pfizer/BioNTech
Slovakia	30.05.2024	5685	Pfizer/BioNTech
Slovakia	31.05.2024	5744	Pfizer/BioNTech
Slovakia	1.06.2024	5669	Pfizer/BioNTech
Slovakia	2.06.2024	5241	Pfizer/BioNTech
Slovakia	3.06.2024	5968	Pfizer/BioNTech
Slovakia	4.06.2024	5473	Pfizer/BioNTech
Slovakia	5.06.2024	5585	Pfizer/BioNTech
Slovakia	6.06.2024	5535	Pfizer/BioNTech
Slovenia	7.06.2024		Pfizer/BioNTech
Slovenia	8.06.2024	1270	Pfizer/BioNTech
Slovenia	9.06.2024	1484	Pfizer/BioNTech
Slovenia	10.06.2024	2110	Pfizer/BioNTech
Slovenia	11.06.2024	2601	Pfizer/BioNTech
Slovenia	12.06.2024	2718	Pfizer/BioNTech
Slovenia	13.06.2024	2333	Pfizer/BioNTech
Slovenia	14.06.2024	2087	Pfizer/BioNTech
Slovenia	15.06.2024	2183	Pfizer/BioNTech
Slovenia	16.06.2024	2223	Pfizer/BioNTech
Slovenia	17.06.2024	2471	Pfizer/BioNTech
Slovenia	18.06.2024	2689	Pfizer/BioNTech
Slovenia	19.06.2024	3036	Pfizer/BioNTech
Slovenia	20.06.2024	3073	Pfizer/BioNTech
Slovenia	21.06.2024	3070	Pfizer/BioNTech
Slovenia	22.06.2024	2942	Pfizer/BioNTech
Slovenia	23.06.2024	2772	Pfizer/BioNTech
Slovenia	24.06.2024	2415	Pfizer/BioNTech
Slovenia	25.06.2024	2420	Pfizer/BioNTech
Slovenia	26.06.2024	2009	Pfizer/BioNTech
Slovenia	27.06.2024	2034	Pfizer/BioNTech
Slovenia	28.06.2024	1992	Pfizer/BioNTech
Spain	29.06.2024		Moderna, Pfizer/BioNTech
Spain	30.06.2024	56505	Moderna, Pfizer/BioNTech
Spain	1.07.2024	45248	Moderna, Pfizer/BioNTech
Spain	2.07.2024	41496	Moderna, Pfizer/BioNTech
Spain	3.07.2024	48786	Moderna, Pfizer/BioNTech
Spain	4.07.2024	47569	Moderna, Pfizer/BioNTech
Spain	5.07.2024	46759	Moderna, Pfizer/BioNTech
Spain	6.07.2024	46180	Moderna, Pfizer/BioNTech
Spain	7.07.2024	49826	Moderna, Pfizer/BioNTech
Spain	8.07.2024	58330	Moderna, Pfizer/BioNTech
Spain	9.07.2024	66980	Moderna, Pfizer/BioNTech
Spain	10.07.2024	70139	Moderna, Pfizer/BioNTech
Spain	11.07.2024	70181	Moderna, Pfizer/BioNTech
Spain	12.07.2024	70223	Moderna, Pfizer/BioNTech
Spain	13.07.2024	70264	Moderna, Pfizer/BioNTech
Spain	14.07.2024	68282	Moderna, Pfizer/BioNTech
Spain	15.07.2024	63471	Moderna, Pfizer/BioNTech
Spain	16.07.2024	61016	Moderna, Pfizer/BioNTech
Spain	17.07.2024	56696	Moderna, Pfizer/BioNTech
Spain	18.07.2024	53971	Moderna, Pfizer/BioNTech
Spain	19.07.2024	51247	Moderna, Pfizer/BioNTech
Spain	20.07.2024	48522	Moderna, Pfizer/BioNTech
Sweden	21.07.2024		Pfizer/BioNTech
Sweden	22.07.2024	3859	Pfizer/BioNTech
Sweden	23.07.2024	3859	Pfizer/BioNTech
Sweden	24.07.2024	3859	Pfizer/BioNTech
Sweden	25.07.2024	3859	Pfizer/BioNTech
Sweden	26.07.2024	3859	Pfizer/BioNTech
Sweden	27.07.2024	3859	Pfizer/BioNTech
Sweden	28.07.2024	3859	Pfizer/BioNTech
Sweden	29.07.2024	4294	Pfizer/BioNTech
Sweden	30.07.2024	4729	Pfizer/BioNTech
Sweden	31.07.2024	5165	Pfizer/BioNTech
Sweden	1.08.2024	5600	Pfizer/BioNTech
Sweden	2.08.2024	6035	Pfizer/BioNTech
Sweden	3.08.2024	6470	Pfizer/BioNTech
Sweden	4.08.2024	6905	Pfizer/BioNTech
Sweden	5.08.2024	7292	Pfizer/BioNTech
Sweden	6.08.2024	7680	Pfizer/BioNTech
Sweden	7.08.2024	8067	Pfizer/BioNTech
Sweden	8.08.2024	8454	Pfizer/BioNTech
Sweden	9.08.2024	8841	Pfizer/BioNTech
Sweden	10.08.2024	9228	Pfizer/BioNTech
Sweden	11.08.2024	9616	Pfizer/BioNTech
Switzerland	12.08.2024		Pfizer/BioNTech
Switzerland	13.08.2024	3000	Pfizer/BioNTech
Switzerland	14.08.2024	3000	Pfizer/BioNTech
Switzerland	15.08.2024	3000	Pfizer/BioNTech
Switzerland	16.08.2024	3000	Pfizer/BioNTech
Switzerland	17.08.2024	3000	Pfizer/BioNTech
Switzerland	18.08.2024	3000	Pfizer/BioNTech
Switzerland	19.08.2024	3000	Pfizer/BioNTech
Switzerland	20.08.2024	3000	Pfizer/BioNTech
Switzerland	21.08.2024	3000	Pfizer/BioNTech
Switzerland	22.08.2024	3000	Pfizer/BioNTech
Switzerland	23.08.2024	3000	Pfizer/BioNTech
Switzerland	24.08.2024	3000	Pfizer/BioNTech
Switzerland	25.08.2024	3000	Pfizer/BioNTech
Switzerland	26.08.2024	3000	Pfizer/BioNTech
Switzerland	27.08.2024	3000	Pfizer/BioNTech
Switzerland	28.08.2024	3000	Pfizer/BioNTech
Switzerland	29.08.2024	3000	Pfizer/BioNTech
Switzerland	30.08.2024	3000	Pfizer/BioNTech
Switzerland	31.08.2024	3000	Pfizer/BioNTech
Switzerland	1.09.2024	3000	Pfizer/BioNTech
