country	date	daily_vaccinations	vaccines
Switzerland	2.09.2024	3000	Pfizer/BioNTech
Switzerland	3.09.2024	3000	Pfizer/BioNTech
Switzerland	4.09.2024	3829	Pfizer/BioNTech
Switzerland	5.09.2024	4657	Pfizer/BioNTech
Switzerland	6.09.2024	5486	Pfizer/BioNTech
Switzerland	7.09.2024	6314	Pfizer/BioNTech
Switzerland	8.09.2024	7143	Pfizer/BioNTech
Switzerland	9.09.2024	10984	Pfizer/BioNTech
Switzerland	10.09.2024	14826	Pfizer/BioNTech
Turkey	11.09.2024		Sinovac
Turkey	12.09.2024	279452	Sinovac
Turkey	13.09.2024	308326	Sinovac
Turkey	14.09.2024	225634	Sinovac
Turkey	15.09.2024	176613	Sinovac
Turkey	16.09.2024	166482	Sinovac
Turkey	17.09.2024	158439	Sinovac
Turkey	18.09.2024	150356	Sinovac
Turkey	19.09.2024	120115	Sinovac
Turkey	20.09.2024	83651	Sinovac
Turkey	21.09.2024	78569	Sinovac
Turkey	22.09.2024	76886	Sinovac
Turkey	23.09.2024	67192	Sinovac
United Arab Emirates	24.09.2024		Pfizer/BioNTech, Sinopharm
United Arab Emirates	25.09.2024	30698	Pfizer/BioNTech, Sinopharm
United Arab Emirates	26.09.2024	30698	Pfizer/BioNTech, Sinopharm
United Arab Emirates	27.09.2024	38418	Pfizer/BioNTech, Sinopharm
United Arab Emirates	28.09.2024	48512	Pfizer/BioNTech, Sinopharm
United Arab Emirates	29.09.2024	52053	Pfizer/BioNTech, Sinopharm
United Arab Emirates	30.09.2024	56825	Pfizer/BioNTech, Sinopharm
United Arab Emirates	1.10.2024	64193	Pfizer/BioNTech, Sinopharm
United Arab Emirates	2.10.2024	76797	Pfizer/BioNTech, Sinopharm
United Arab Emirates	3.10.2024	91448	Pfizer/BioNTech, Sinopharm
United Arab Emirates	4.10.2024	103490	Pfizer/BioNTech, Sinopharm
United Arab Emirates	5.10.2024	111082	Pfizer/BioNTech, Sinopharm
United Arab Emirates	6.10.2024	113744	Pfizer/BioNTech, Sinopharm
United Arab Emirates	7.10.2024	114896	Pfizer/BioNTech, Sinopharm
United Arab Emirates	8.10.2024	112816	Pfizer/BioNTech, Sinopharm
United Arab Emirates	9.10.2024	109510	Pfizer/BioNTech, Sinopharm
United Arab Emirates	10.10.2024	102605	Pfizer/BioNTech, Sinopharm
United Arab Emirates	11.10.2024	96156	Pfizer/BioNTech, Sinopharm
United Arab Emirates	12.10.2024	89839	Pfizer/BioNTech, Sinopharm
United Arab Emirates	13.10.2024	86430	Pfizer/BioNTech, Sinopharm
United Arab Emirates	14.10.2024	85653	Pfizer/BioNTech, Sinopharm
United Kingdom	15.10.2024		Oxford/AstraZeneca, Pfizer/BioNTech
United Kingdom	16.10.2024	46423	Oxford/AstraZeneca, Pfizer/BioNTech
United Kingdom	17.10.2024	46423	Oxford/AstraZeneca, Pfizer/BioNTech
United Kingdom	18.10.2024	46423	Oxford/AstraZeneca, Pfizer/BioNTech
United Kingdom	19.10.2024	46423	Oxford/AstraZeneca, Pfizer/BioNTech
United Kingdom	20.10.2024	46423	Oxford/AstraZeneca, Pfizer/BioNTech
United Kingdom	21.10.2024	46423	Oxford/AstraZeneca, Pfizer/BioNTech
United Kingdom	22.10.2024	46423	Oxford/AstraZeneca, Pfizer/BioNTech
United Kingdom	23.10.2024	47738	Oxford/AstraZeneca, Pfizer/BioNTech
United Kingdom	24.10.2024	49053	Oxford/AstraZeneca, Pfizer/BioNTech
United Kingdom	25.10.2024	50369	Oxford/AstraZeneca, Pfizer/BioNTech
United Kingdom	26.10.2024	51684	Oxford/AstraZeneca, Pfizer/BioNTech
United Kingdom	27.10.2024	52999	Oxford/AstraZeneca, Pfizer/BioNTech
United Kingdom	28.10.2024	54315	Oxford/AstraZeneca, Pfizer/BioNTech
United Kingdom	29.10.2024	55630	Oxford/AstraZeneca, Pfizer/BioNTech
United Kingdom	30.10.2024	74138	Oxford/AstraZeneca, Pfizer/BioNTech
United Kingdom	31.10.2024	92647	Oxford/AstraZeneca, Pfizer/BioNTech
United Kingdom	1.11.2024	111155	Oxford/AstraZeneca, Pfizer/BioNTech
United Kingdom	2.11.2024	129663	Oxford/AstraZeneca, Pfizer/BioNTech
United Kingdom	3.11.2024	148171	Oxford/AstraZeneca, Pfizer/BioNTech
United Kingdom	4.11.2024	166680	Oxford/AstraZeneca, Pfizer/BioNTech
United Kingdom	5.11.2024	185188	Oxford/AstraZeneca, Pfizer/BioNTech
United Kingdom	6.11.2024	182424	Oxford/AstraZeneca, Pfizer/BioNTech
United Kingdom	7.11.2024	187930	Oxford/AstraZeneca, Pfizer/BioNTech
United Kingdom	8.11.2024	202716	Oxford/AstraZeneca, Pfizer/BioNTech
United Kingdom	9.11.2024	222253	Oxford/AstraZeneca, Pfizer/BioNTech
United Kingdom	10.11.2024	242692	Oxford/AstraZeneca, Pfizer/BioNTech
United Kingdom	11.11.2024	256292	Oxford/AstraZeneca, Pfizer/BioNTech
United Kingdom	12.11.2024	262404	Oxford/AstraZeneca, Pfizer/BioNTech
United Kingdom	13.11.2024	268518	Oxford/AstraZeneca, Pfizer/BioNTech
United Kingdom	14.11.2024	286118	Oxford/AstraZeneca, Pfizer/BioNTech
United Kingdom	15.11.2024	297294	Oxford/AstraZeneca, Pfizer/BioNTech
United Kingdom	16.11.2024	310246	Oxford/AstraZeneca, Pfizer/BioNTech
United Kingdom	17.11.2024	331933	Oxford/AstraZeneca, Pfizer/BioNTech
United Kingdom	18.11.2024	362307	Oxford/AstraZeneca, Pfizer/BioNTech
United Kingdom	19.11.2024	361321	Oxford/AstraZeneca, Pfizer/BioNTech
United States	20.11.2024		Moderna, Pfizer/BioNTech
United States	21.11.2024	57909	Moderna, Pfizer/BioNTech
United States	22.11.2024	127432	Moderna, Pfizer/BioNTech
United States	23.11.2024	150606	Moderna, Pfizer/BioNTech
United States	24.11.2024	191001	Moderna, Pfizer/BioNTech
United States	25.11.2024	215238	Moderna, Pfizer/BioNTech
United States	26.11.2024	231396	Moderna, Pfizer/BioNTech
United States	27.11.2024	211379	Moderna, Pfizer/BioNTech
United States	28.11.2024	216147	Moderna, Pfizer/BioNTech
United States	29.11.2024	235685	Moderna, Pfizer/BioNTech
United States	30.11.2024	255223	Moderna, Pfizer/BioNTech
United States	1.12.2024	278776	Moderna, Pfizer/BioNTech
United States	2.12.2024	302329	Moderna, Pfizer/BioNTech
United States	3.12.2024	325882	Moderna, Pfizer/BioNTech
United States	4.12.2024	336949	Moderna, Pfizer/BioNTech
United States	5.12.2024	348017	Moderna, Pfizer/BioNTech
United States	6.12.2024	339372	Moderna, Pfizer/BioNTech
United States	7.12.2024	358887	Moderna, Pfizer/BioNTech
United States	8.12.2024	378253	Moderna, Pfizer/BioNTech
United States	9.12.2024	419933	Moderna, Pfizer/BioNTech
United States	10.12.2024	461263	Moderna, Pfizer/BioNTech
United States	11.12.2024	546636	Moderna, Pfizer/BioNTech
United States	12.12.2024	632009	Moderna, Pfizer/BioNTech
United States	13.12.2024	641524	Moderna, Pfizer/BioNTech
United States	14.12.2024	710238	Moderna, Pfizer/BioNTech
United States	15.12.2024	747082	Moderna, Pfizer/BioNTech
United States	16.12.2024	798707	Moderna, Pfizer/BioNTech
United States	17.12.2024	811670	Moderna, Pfizer/BioNTech
United States	18.12.2024	824632	Moderna, Pfizer/BioNTech
United States	19.12.2024	837595	Moderna, Pfizer/BioNTech
United States	20.12.2024	911493	Moderna, Pfizer/BioNTech
United States	21.12.2024	892403	Moderna, Pfizer/BioNTech
United States	22.12.2024	913912	Moderna, Pfizer/BioNTech
United States	23.12.2024	975540	Moderna, Pfizer/BioNTech
United States	24.12.2024	1057387	Moderna, Pfizer/BioNTech
United States	25.12.2024	1122182	Moderna, Pfizer/BioNTech
United States	26.12.2024	1126251	Moderna, Pfizer/BioNTech
Wales	27.12.2024		Oxford/AstraZeneca, Pfizer/BioNTech
Wales	28.12.2024	2198	Oxford/AstraZeneca, Pfizer/BioNTech
Wales	29.12.2024	2198	Oxford/AstraZeneca, Pfizer/BioNTech
Wales	30.12.2024	2198	Oxford/AstraZeneca, Pfizer/BioNTech
Wales	31.12.2024	2198	Oxford/AstraZeneca, Pfizer/BioNTech
Wales	1.01.2025	2198	Oxford/AstraZeneca, Pfizer/BioNTech
Wales	2.01.2025	2198	Oxford/AstraZeneca, Pfizer/BioNTech
Wales	3.01.2025	2198	Oxford/AstraZeneca, Pfizer/BioNTech
Wales	4.01.2025	2136	Oxford/AstraZeneca, Pfizer/BioNTech
Wales	5.01.2025	2074	Oxford/AstraZeneca, Pfizer/BioNTech
Wales	6.01.2025	2012	Oxford/AstraZeneca, Pfizer/BioNTech
Wales	7.01.2025	1950	Oxford/AstraZeneca, Pfizer/BioNTech
Wales	8.01.2025	1887	Oxford/AstraZeneca, Pfizer/BioNTech
Wales	9.01.2025	1825	Oxford/AstraZeneca, Pfizer/BioNTech
Wales	10.01.2025	1763	Oxford/AstraZeneca, Pfizer/BioNTech
Wales	11.01.2025	1796	Oxford/AstraZeneca, Pfizer/BioNTech
Wales	12.01.2025	1830	Oxford/AstraZeneca, Pfizer/BioNTech
Wales	13.01.2025	1863	Oxford/AstraZeneca, Pfizer/BioNTech
Wales	14.01.2025	1896	Oxford/AstraZeneca, Pfizer/BioNTech
Wales	15.01.2025	1929	Oxford/AstraZeneca, Pfizer/BioNTech
Wales	16.01.2025	1962	Oxford/AstraZeneca, Pfizer/BioNTech
Wales	17.01.2025	1995	Oxford/AstraZeneca, Pfizer/BioNTech
Wales	18.01.2025	2450	Oxford/AstraZeneca, Pfizer/BioNTech
Wales	19.01.2025	2904	Oxford/AstraZeneca, Pfizer/BioNTech
Wales	20.01.2025	3359	Oxford/AstraZeneca, Pfizer/BioNTech
Wales	21.01.2025	3814	Oxford/AstraZeneca, Pfizer/BioNTech
Wales	22.01.2025	4268	Oxford/AstraZeneca, Pfizer/BioNTech
Wales	23.01.2025	4723	Oxford/AstraZeneca, Pfizer/BioNTech
Wales	24.01.2025	5177	Oxford/AstraZeneca, Pfizer/BioNTech
Wales	25.01.2025	5183	Oxford/AstraZeneca, Pfizer/BioNTech
Wales	26.01.2025	5893	Oxford/AstraZeneca, Pfizer/BioNTech
Wales	27.01.2025	6812	Oxford/AstraZeneca, Pfizer/BioNTech
Wales	28.01.2025	7988	Oxford/AstraZeneca, Pfizer/BioNTech
Wales	29.01.2025	8460	Oxford/AstraZeneca, Pfizer/BioNTech
Wales	30.01.2025	8931	Oxford/AstraZeneca, Pfizer/BioNTech
Wales	31.01.2025	9403	Oxford/AstraZeneca, Pfizer/BioNTech
Wales	1.02.2025	10123	Oxford/AstraZeneca, Pfizer/BioNTech
Wales	2.02.2025	10672	Oxford/AstraZeneca, Pfizer/BioNTech
Wales	3.02.2025	11105	Oxford/AstraZeneca, Pfizer/BioNTech
Wales	4.02.2025	12318	Oxford/AstraZeneca, Pfizer/BioNTech
Wales	5.02.2025	15148	Oxford/AstraZeneca, Pfizer/BioNTech
Wales	6.02.2025	17371	Oxford/AstraZeneca, Pfizer/BioNTech
Wales	7.02.2025	17063	Oxford/AstraZeneca, Pfizer/BioNTech
